Borough,Primary Property Type - Self Selected,Largest Property Use Type - Gross Floor Area (sqft),Year Built,Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),District Steam Use (kBtu),Natural Gas Use (kBtu),Electricity Use - Grid Purchase (kBtu)
Brooklyn,Multifamily Housing,110355,1931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4939101.3,269773.4
Brooklyn,Multifamily Housing,66990,1941,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4587568.5,795066.5
Brooklyn,Multifamily Housing,96600,1937,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5289699.9,1081606.4
Brooklyn,Multifamily Housing,89720,1958,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6866039.4,1484501.8
Brooklyn,Multifamily Housing,81564,1959,Not Available,1711269,Not Available,Not Available,Not Available,Not Available,5908685,1195255.7
Brooklyn,Multifamily Housing,138925,1958,Not Available,Not Available,Not Available,8847505.4,Not Available,Not Available,,1501146.6
Brooklyn,Multifamily Housing,120860,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7690067.3,2042039.3
Brooklyn,Multifamily Housing,58535,1962,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4452551.8,1392155.8
Brooklyn,Multifamily Housing,71820,1986,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3900590.7,1102773.5
Brooklyn,Senior Care Community,153600,1970,Not Available,170604.9,Not Available,Not Available,Not Available,Not Available,16849522.1,7156747.2
Brooklyn,Multifamily Housing,139554,1972,Not Available,1913204.4,Not Available,Not Available,Not Available,Not Available,17813328,2416207.8
Brooklyn,Multifamily Housing,90432,1964,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13921500.3,1887323.9
Brooklyn,Multifamily Housing,149175,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15023394.6,2138159.4
Brooklyn,Multifamily Housing,114660,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6439499.9,1635996
Brooklyn,Retail Store,133137,2001,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3922341.5,7187197.6
Brooklyn,Self-Storage Facility,99885,2006,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,287721.8,641773.9
Brooklyn,Multifamily Housing,144583,1965,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13292563.2,3382725.9
Brooklyn,Multifamily Housing,195001,1965,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6489049.9,8040378.2
Brooklyn,Multifamily Housing,102416,1960,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9820590.5,2631463.2
Brooklyn,Multifamily Housing,147001,1974,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6338250,9483654.3
Brooklyn,Multifamily Housing,159610,1971,Not Available,0,Not Available,Not Available,Not Available,Not Available,10189000.5,3590539.6
Brooklyn,Multifamily Housing,67162,1973,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3577156.2,4904587.3
Brooklyn,Multifamily Housing,300000,1960,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15644400,3633209.8
Not Available,Multifamily Housing,83280,1973,Not Available,0,Not Available,Not Available,Not Available,Not Available,20301640.5,4076657.9
Brooklyn,Multifamily Housing,66755,2010,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4043996.5,1023306.3
Brooklyn,Multifamily Housing,364529,1960,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,36280900.7,3782036.8
Brooklyn,Multifamily Housing,229233,2011,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8522306.7,2036469.3
Brooklyn,Multifamily Housing,149955,1975,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5498606.4,9100827.4
Brooklyn,Multifamily Housing,438400,1960,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,33529296.8,5573555
Brooklyn,Multifamily Housing,230837,1975,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6620310.8,12086668.8
Not Available,Multifamily Housing,268000,1973,Not Available,11092852.9,Not Available,Not Available,Not Available,Not Available,13149401.5,6074187
Brooklyn,Multifamily Housing,89311,1997,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4759327.7,1647198
Brooklyn,"Personal Services (Health/Beauty, Dry Cleaning, etc.)",96110,1990,Not Available,0,Not Available,Not Available,Not Available,Not Available,3691399.7,3656299.1
Brooklyn,Other - Public Services,69500,1925,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,3205915.2
Brooklyn,Multifamily Housing,113477,1960,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11281043.9,2242372.5
Brooklyn,K-12 School,253376,2003,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6749949.2,6324483.3
Brooklyn,Other - Education,86690,1981,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8343400,6707991.7
Brooklyn,Multifamily Housing,59312,1962,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4231068.4,867918.4
Brooklyn,Multifamily Housing,54015,1951,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4435398.1,817425.7
Brooklyn,Multifamily Housing,79920,1938,1154561.8,Not Available,Not Available,Not Available,Not Available,Not Available,5073401.4,880721.7
Brooklyn,Multifamily Housing,62215,1962,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4480600.1,985146.8
Brooklyn,Multifamily Housing,79000,2009,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3484199.8,2722124.3
Brooklyn,Multifamily Housing,125150,1962,Not Available,Not Available,Not Available,1122736.4,Not Available,Not Available,7221073.6,1634775.7
Brooklyn,Multifamily Housing,53650,1958,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4603703.8,1338139.8
Brooklyn,Multifamily Housing,64080,1956,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4593828,914405.9
Brooklyn,Multifamily Housing,94915,1959,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6411900.1,1811300.3
Brooklyn,Multifamily Housing,80000,1962,Not Available,1326359.4,Not Available,Not Available,Not Available,Not Available,7412584.3,1561656.9
Brooklyn,Multifamily Housing,84005,1963,Not Available,Not Available,6354386.8,Not Available,Not Available,Not Available,512100,1554354.5
Brooklyn,Multifamily Housing,156480,1957,Not Available,1652025.8,Not Available,Not Available,Not Available,Not Available,9133975.4,3043503.9
Brooklyn,Multifamily Housing,76752,1958,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4269820.2,1177549.4
Brooklyn,Multifamily Housing,125451,1957,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7479929.8,2882792.1
Brooklyn,Multifamily Housing,73700,1954,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3731224.1,837441.3
Brooklyn,Multifamily Housing,59100,1961,Not Available,712714.7,Not Available,Not Available,Not Available,Not Available,3626199.7,955786.5
Brooklyn,Multifamily Housing,88861,1970,Not Available,924600.2,Not Available,Not Available,Not Available,Not Available,3829880.1,1052434.8
Brooklyn,Multifamily Housing,50024,1957,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3427360.3,871499.9
Brooklyn,Multifamily Housing,106989,1951,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7338900.3,1672582.8
Brooklyn,Multifamily Housing,58560,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3693536,390440.5
Brooklyn,Multifamily Housing,58560,1951,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3764146.1,308375.9
Brooklyn,Multifamily Housing,97928,1961,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5329299.9,1521765.7
Brooklyn,Multifamily Housing,62104,1962,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3720399.9,1076308.6
Brooklyn,Multifamily Housing,84195,1953,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3354066.7,1609717.9
Brooklyn,Multifamily Housing,74447,1953,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3050701.2,1423358.3
Brooklyn,Multifamily Housing,66687,1953,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2995584.7,1274984.2
Brooklyn,Multifamily Housing,66687,1953,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4477344.9,1274984.2
Brooklyn,Multifamily Housing,106300,1951,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6989099.9,975746.7
Brooklyn,Multifamily Housing,194870,1900,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13086534,2487921.5
Brooklyn,Multifamily Housing,97430,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7490505,780881
Brooklyn,Multifamily Housing,97430,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6929532.6,780881
Brooklyn,Multifamily Housing,194870,1951,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14027118.6,3328307.1
Brooklyn,Multifamily Housing,48710,1951,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3543579.1,308375.9
Brooklyn,Multifamily Housing,56534,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3925617,308375.9
Brooklyn,Multifamily Housing,67272,1960,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4246530.4,933404.2
Brooklyn,Multifamily Housing,79300,1965,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6251741.7,1653046.6
Brooklyn,Multifamily Housing,85695,1955,Not Available,814476,Not Available,Not Available,Not Available,Not Available,4460717.9,1488757.9
Brooklyn,Multifamily Housing,120263,1956,Not Available,579600.1,Not Available,Not Available,Not Available,Not Available,4831725.2,1488757.9
Brooklyn,Multifamily Housing,59700,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4346799.9,154907.9
Brooklyn,Multifamily Housing,67684,1964,Not Available,409548.4,Not Available,Not Available,Not Available,Not Available,4800863.5,929623.2
Brooklyn,Multifamily Housing,150000,1956,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1747299.9,2120107.7
Brooklyn,Multifamily Housing,107900,1955,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9839599.6,1245946.6
Brooklyn,Multifamily Housing,44769,2006,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2718603.6,2529206.5
Brooklyn,Multifamily Housing,170765,1989,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,6503807.3
Brooklyn,Multifamily Housing,623806,1964,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,48453499.5,13022921.8
Brooklyn,Multifamily Housing,623806,1964,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,48453499.5,13323177.8
Brooklyn,Multifamily Housing,624800,1964,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,34949846.7,8990619.6
Brooklyn,Multifamily Housing,624806,1964,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,34949846.7,9048283.3
Brooklyn,Multifamily Housing,469990,1964,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,32350241,7046974.2
Brooklyn,Multifamily Housing,469990,1964,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,38792116.6,7631534.8
Brooklyn,Multifamily Housing,492050,1964,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27183233.6,8065968.3
Brooklyn,Multifamily Housing,767493,1964,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,53674555,15995023.7
Brooklyn,Multifamily Housing,60719,2007,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2769499.8,1076455.3
Brooklyn,Multifamily Housing,177280,1929,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,19580638.2,2606947
Brooklyn,Multifamily Housing,50400,1939,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3483799.8,1100107.3
Brooklyn,Multifamily Housing,106200,1931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9452400,1181483.5
Brooklyn,Multifamily Housing,100333,1946,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5692300.1,780211.9
Brooklyn,Multifamily Housing,81032,1941,Not Available,1021572.7,Not Available,Not Available,Not Available,Not Available,4587599.8,955786.5
Brooklyn,Multifamily Housing,71400,1935,Not Available,963815,Not Available,Not Available,Not Available,Not Available,4698528.2,805637.4
Brooklyn,Multifamily Housing,71400,1939,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5046799.9,1195448.5
Brooklyn,Multifamily Housing,93118,1961,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6868082.1,1960244.7
