Borough,Primary Property Type - Self Selected,Largest Property Use Type - Gross Floor Area (sqft),Year Built,Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),District Steam Use (kBtu),Natural Gas Use (kBtu),Electricity Use - Grid Purchase (kBtu)
Bronx,Multifamily Housing,57754,1920,Not Available,Not Available,798083.2,Not Available,Not Available,Not Available,4595213.6,289519.8
Bronx,Multifamily Housing,87156,1925,Not Available,8415516.3,Not Available,Not Available,Not Available,Not Available,394300,1572191.6
Bronx,Multifamily Housing,74580,1935,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,417200,1243384
Bronx,Multifamily Housing,51000,1923,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,341423.8,969567
Bronx,Multifamily Housing,75790,1942,Not Available,Not Available,Not Available,6325979.8,Not Available,Not Available,1263589.3,981787.7
Bronx,Multifamily Housing,53760,1940,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6295414.9,888614.9
Bronx,Multifamily Housing,90805,1955,Not Available,Not Available,Not Available,6511815.1,Not Available,Not Available,,1485397.7
Bronx,Multifamily Housing,62496,1927,Not Available,Not Available,7855529.7,Not Available,Not Available,Not Available,617600,713923.5
Bronx,Multifamily Housing,71550,2011,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3545534.2,1313088.8
Bronx,Multifamily Housing,66066,1938,Not Available,5796041.3,Not Available,Not Available,Not Available,Not Available,349500,1538266.1
Bronx,Multifamily Housing,79284,1942,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6170200,1313531.2
Bronx,Multifamily Housing,75415,1938,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4773869.7,1174261
Bronx,Multifamily Housing,83910,1925,Not Available,6692171.8,Not Available,Not Available,Not Available,Not Available,581900,1289930.4
Bronx,Multifamily Housing,73121,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1657156.9,1047613.4
Bronx,Multifamily Housing,60714,1973,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,38022,239192.2
Bronx,Multifamily Housing,85507,1928,Not Available,Not Available,Not Available,7050000.6,Not Available,Not Available,592318.2,1301697
Bronx,Multifamily Housing,67852,1940,Not Available,Not Available,Not Available,4601249.8,Not Available,Not Available,948307,2573596.4
Bronx,Multifamily Housing,70000,1940,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,3079062.1
Bronx,Multifamily Housing,57660,1941,Not Available,493902.1,Not Available,Not Available,Not Available,Not Available,2939109.9,843986.4
Bronx,Multifamily Housing,85000,1936,Not Available,Not Available,8724084.3,Not Available,Not Available,Not Available,410900,1847352.4
Bronx,Multifamily Housing,74134,2008,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3908199.9,1473062.8
Bronx,Multifamily Housing,59400,1926,Not Available,Not Available,7003620.5,Not Available,Not Available,Not Available,,969946.3
Bronx,Multifamily Housing,57000,1927,Not Available,5272290.3,Not Available,Not Available,Not Available,Not Available,865852.2,1219977.3
Bronx,Multifamily Housing,75798,1928,Not Available,Not Available,Not Available,8857500.1,Not Available,Not Available,,1473316.7
Bronx,Multifamily Housing,95509,2003,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5237317.4,1939585.3
Bronx,Multifamily Housing,50049,1922,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5133800.3,1658999.7
Bronx,Multifamily Housing,76158,1937,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,615635.2,1561870.1
Bronx,Multifamily Housing,56925,1899,Not Available,Not Available,6380200.2,Not Available,Not Available,Not Available,,1056660.6
Bronx,Multifamily Housing,73734,1930,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6872900.2,988125.5
Bronx,Multifamily Housing,70000,1955,Not Available,5891785.7,Not Available,Not Available,Not Available,Not Available,395633.3,1068461.3
Bronx,Multifamily Housing,92588,1927,Not Available,Not Available,Not Available,7012500.4,Not Available,Not Available,914493.8,1395172.6
Bronx,Multifamily Housing,67305,1925,Not Available,Not Available,Not Available,0,Not Available,Not Available,5947604.1,1020000.5
Bronx,Retail Store,55120,1919,Not Available,Not Available,3098558.2,Not Available,Not Available,Not Available,,1538700.2
Bronx,Multifamily Housing,55440,1942,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4321385.4,616354.4
Bronx,Multifamily Housing,125433,1942,Not Available,7037378.9,Not Available,Not Available,Not Available,Not Available,4161099.9,1814832.6
Bronx,Multifamily Housing,51117,1925,Not Available,Not Available,Not Available,3589800.1,Not Available,Not Available,2437199.9,878023.8
Bronx,Multifamily Housing,53928,1927,Not Available,Not Available,Not Available,5286599.5,Not Available,Not Available,287300,1021590.4
Bronx,Multifamily Housing,71663,1950,Not Available,3946938.2,0,0,Not Available,Not Available,,858616.8
Bronx,Multifamily Housing,61600,1939,Not Available,Not Available,292000,Not Available,Not Available,Not Available,294100,766720.8
Bronx,Multifamily Housing,85404,1928,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7130735.4,1365281.6
Bronx,Multifamily Housing,52100,1940,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5523912.7,829186.1
Bronx,Multifamily Housing,76590,1921,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5444528.8,963100.6
Bronx,Multifamily Housing,54723,1923,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4519099.9,1567483
Bronx,Multifamily Housing,65208,1954,Not Available,Not Available,0,Not Available,Not Available,Not Available,3660987.6,904974.1
Bronx,Multifamily Housing,57562,1936,Not Available,Not Available,Not Available,3637499.8,Not Available,Not Available,487712.5,1042146.3
Bronx,Multifamily Housing,53550,1923,Not Available,Not Available,3679491.9,Not Available,Not Available,Not Available,414800,887577.2
Bronx,Multifamily Housing,58100,1941,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6159025.2,1162159.2
Bronx,Multifamily Housing,54000,1941,Not Available,Not Available,Not Available,4436399.8,Not Available,Not Available,108100,573103.4
Bronx,Multifamily Housing,54213,1930,Not Available,3815699.9,0,0,Not Available,Not Available,,698904.7
Bronx,Multifamily Housing,62100,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5774612.1,963361.6
Bronx,Multifamily Housing,63000,1936,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6275574.8,743426.1
Bronx,Multifamily Housing,68570,1922,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12488684,4177014.5
Bronx,Office,34500,1922,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3339088.5,7672255.6
Bronx,Multifamily Housing,93000,1940,Not Available,Not Available,6608106.3,Not Available,Not Available,Not Available,695350.1,1208382.4
Bronx,College/University,75000,1925,Not Available,1405668.1,Not Available,Not Available,Not Available,Not Available,519200,6799433.5
Bronx,Multifamily Housing,53900,1935,Not Available,Not Available,4924871.9,Not Available,Not Available,Not Available,3447190.3,216602.3
Bronx,Multifamily Housing,93180,1936,Not Available,Not Available,2685816.3,960450.1,Not Available,Not Available,673212.5,1320409.9
Bronx,Multifamily Housing,52500,1941,Not Available,Not Available,Not Available,3981155.4,Not Available,Not Available,263953,708648.3
Bronx,Multifamily Housing,89300,1935,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3275929.1,1309186.2
Bronx,Multifamily Housing,95204,2008,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3297369.3,1023509.4
Bronx,Multifamily Housing,53430,1925,Not Available,4478663.2,Not Available,Not Available,Not Available,Not Available,251287.5,981721.1
Bronx,Multifamily Housing,58000,1931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4537037.5,864718.5
Bronx,Multifamily Housing,65315,1923,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4553234.1,858552.6
Bronx,Multifamily Housing,75600,1912,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7722299.5,1098285.3
Bronx,Multifamily Housing,61554,1920,Not Available,1569556.8,4090189.9,Not Available,Not Available,Not Available,290000,1227770.7
Bronx,Multifamily Housing,144062,1938,Not Available,Not Available,1462146.1,Not Available,Not Available,Not Available,7805064.6,2086221.4
Bronx,Multifamily Housing,86347,1951,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,628600,1221386.8
Bronx,Multifamily Housing,129027,1959,Not Available,Not Available,1920776.1,Not Available,Not Available,Not Available,2856199.5,2522931.6
Bronx,Multifamily Housing,60034,1959,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4005900.1,752506.4
Bronx,Multifamily Housing,52200,1925,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5065164,812577.2
Bronx,Multifamily Housing,56388,1928,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4018909.8,839104.4
Bronx,Multifamily Housing,57620,1920,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,465723.5,756277.2
Bronx,Multifamily Housing,60106,1925,Not Available,Not Available,Not Available,6101851,Not Available,Not Available,344431.6,1245682.6
Bronx,Multifamily Housing,257181,1926,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5304552.3,4824390.7
Bronx,Multifamily Housing,77990,1921,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4720993.1,942676.8
Bronx,Multifamily Housing,81144,1931,Not Available,Not Available,1261731.9,Not Available,Not Available,Not Available,3707199.8,981182
Bronx,Multifamily Housing,67200,1924,Not Available,Not Available,1095584.1,Not Available,Not Available,Not Available,4533550.1,186598.8
Bronx,Multifamily Housing,79000,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4682700.1,1527313.6
Bronx,Multifamily Housing,138000,1920,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,368069.6
Bronx,Multifamily Housing,60133,1924,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,44814,760473.3
Bronx,Multifamily Housing,81900,1924,Not Available,Not Available,6100170.7,Not Available,Not Available,Not Available,20000,1331328.3
Bronx,Senior Care Community,200776,1970,Not Available,17353194.8,Not Available,Not Available,Not Available,Not Available,1737078.1,6983170
Bronx,Multifamily Housing,53621,2010,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2356559.3,1325766.7
Bronx,Senior Care Community,235297,1974,Not Available,5226004.7,Not Available,Not Available,Not Available,Not Available,29548263.6,14992413.7
Bronx,Senior Care Community,123369,1971,Not Available,138000,Not Available,Not Available,50163,Not Available,24636009,5582373.3
Bronx,Multifamily Housing,72670,1924,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13365527.8,44626.2
Bronx,Multifamily Housing,60000,1939,Not Available,1795103.9,Not Available,Not Available,Not Available,Not Available,436787.5,956110.2
Bronx,Multifamily Housing,68628,1936,Not Available,Not Available,1608336,Not Available,Not Available,Not Available,351015.5,845038.3
Bronx,Multifamily Housing,103366,1937,Not Available,Not Available,5799704,Not Available,Not Available,Not Available,389500,1132900
Bronx,Multifamily Housing,54000,1931,Not Available,4545719.9,Not Available,Not Available,Not Available,Not Available,4939488.1,684590.1
Bronx,Multifamily Housing,71928,1937,Not Available,Not Available,Not Available,7312501.2,Not Available,Not Available,418207.7,1033002.5
Bronx,Multifamily Housing,55026,1925,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5063000.7,750626.4
Bronx,Office,84385,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7641176.4,1335611.8
Bronx,Multifamily Housing,65300,1925,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4657393.1,2092629.5
Bronx,Multifamily Housing,87210,1927,Not Available,Not Available,6229818.9,Not Available,Not Available,Not Available,9200,6783.1
Bronx,Multifamily Housing,185000,1952,Not Available,Not Available,0,Not Available,Not Available,Not Available,13086599.9,3430821
Bronx,Multifamily Housing,90650,1940,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6344800,1341264.1
Bronx,Multifamily Housing,70400,1931,Not Available,Not Available,0,Not Available,Not Available,Not Available,4938500,1003394.1
Bronx,Multifamily Housing,70400,1932,Not Available,Not Available,1197345.9,Not Available,Not Available,Not Available,2450199.8,908503.1
Bronx,Multifamily Housing,58368,1920,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,115813.5
Bronx,Multifamily Housing,53684,1920,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,82174.6
Bronx,Multifamily Housing,91080,1930,Not Available,4899689.9,Not Available,Not Available,Not Available,Not Available,2026400,1121923.6
Bronx,Multifamily Housing,67914,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4886600.2,846537.6
Bronx,Non-Refrigerated Warehouse,58350,2009,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,238800,497906.3
Bronx,Multifamily Housing,200000,1955,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16480098.8,3928815.6
Bronx,Multifamily Housing,50800,1922,Not Available,Not Available,Not Available,4799993.9,Not Available,Not Available,281023,776878.8
Bronx,Multifamily Housing,100333,1952,Not Available,Not Available,8956808.1,Not Available,Not Available,Not Available,473185.2,1189356.5
Bronx,Multifamily Housing,66255,1949,Not Available,Not Available,7406521.4,Not Available,Not Available,Not Available,327695.8,915536.2
Bronx,Multifamily Housing,71640,1964,Not Available,Not Available,910747.9,Not Available,Not Available,Not Available,,1087305.5
Not Available,Multifamily Housing,99600,1973,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,23710290.9,5987335.7
Bronx,Multifamily Housing,60200,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1719317.2,797922.2
Bronx,Multifamily Housing,58990,1929,Not Available,Not Available,4592182.4,Not Available,Not Available,Not Available,406050.1,1329583.3
Bronx,Multifamily Housing,105000,1973,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9664150.2,2056883.3
Bronx,Self-Storage Facility,46680,2003,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,487706,1615715.6
Bronx,Retail Store,157011,2004,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3476300.1,12065497.2
Bronx,Multifamily Housing,57800,1958,Not Available,2420906.3,Not Available,Not Available,Not Available,Not Available,2446299.9,1193555.2
Bronx,Multifamily Housing,57841,1941,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7865900,2351417.3
Bronx,Multifamily Housing,64420,1924,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8251765.1,1204458.6
Bronx,Multifamily Housing,58464,1939,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6476600,1174082.9
Bronx,Multifamily Housing,200369,1926,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15138333.5,3326989.6
Bronx,Multifamily Housing,35000,1920,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,48786
Bronx,Multifamily Housing,60000,1927,Not Available,Not Available,5343600,Not Available,Not Available,Not Available,721702.1,813084.5
Bronx,Multifamily Housing,68445,1937,Not Available,Not Available,Not Available,6262799.9,Not Available,Not Available,2134124.8,778741.2
Bronx,Multifamily Housing,88655,1937,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4832899.8,948031.1
Bronx,Multifamily Housing,55146,1921,Not Available,0,Not Available,Not Available,Not Available,Not Available,2954493.7,90203.9
Bronx,Multifamily Housing,53148,1925,Not Available,Not Available,3869613.2,0,Not Available,Not Available,778346.9,863215.3
Bronx,Multifamily Housing,50274,1923,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,364000,814362.5
Bronx,Multifamily Housing,54075,1925,Not Available,Not Available,4849097.9,Not Available,Not Available,Not Available,21700,970127.2
Bronx,Multifamily Housing,77540,1941,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5313119.3,956444.4
Bronx,Multifamily Housing,57000,1943,Not Available,Not Available,4938087.3,Not Available,Not Available,Not Available,423384.4,673568.9
Bronx,Multifamily Housing,114697,1949,Not Available,7630516.3,Not Available,Not Available,Not Available,Not Available,670325,1877725.6
Bronx,Multifamily Housing,67300,1926,Not Available,Not Available,4147129.9,Not Available,Not Available,Not Available,1118200,833828
Bronx,Multifamily Housing,70200,1925,Not Available,Not Available,1507578.4,Not Available,Not Available,Not Available,416754.4,1002018.5
Bronx,Multifamily Housing,71550,1926,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4811081.5,819096.7
Bronx,Multifamily Housing,51100,1962,Not Available,331200,3077504.7,Not Available,Not Available,Not Available,312300,1000545.1
Bronx,Multifamily Housing,78300,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6280000,1101564.1
Bronx,Multifamily Housing,118000,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9862218.7,1282541.5
Bronx,Multifamily Housing,53500,1927,Not Available,4667574,Not Available,Not Available,Not Available,Not Available,277800,696706.6
Bronx,Multifamily Housing,91350,1928,Not Available,Not Available,6896602,Not Available,Not Available,Not Available,423500,1388008.4
Bronx,Multifamily Housing,54000,1928,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4504600.2,928934
Bronx,Multifamily Housing,103149,1937,Not Available,Not Available,5164896.2,Not Available,Not Available,Not Available,577600,1465215.2
Bronx,Multifamily Housing,75560,1959,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8192309.2,1260293.8
Bronx,Multifamily Housing,52200,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,374400,735337.2
Bronx,Multifamily Housing,101640,1927,Not Available,7004327.7,Not Available,Not Available,Not Available,Not Available,,1379271.1
Bronx,Multifamily Housing,95500,1927,Not Available,7159440.6,Not Available,Not Available,Not Available,Not Available,648201.1,1327224.9
Bronx,Multifamily Housing,137410,1938,Not Available,Not Available,5856789.6,Not Available,Not Available,Not Available,1130206.2,1569550.2
Bronx,Multifamily Housing,89960,1941,Not Available,Not Available,4256775.9,Not Available,Not Available,Not Available,1292900.1,920735
Bronx,Multifamily Housing,419334,1967,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,31830826.8,5850351.4
Bronx,Multifamily Housing,690612,1973,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,118228275.8,17178504.2
Bronx,Other,161275,1973,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,651739.8
Bronx,Multifamily Housing,156475,1971,Not Available,Not Available,Not Available,17148990.8,Not Available,Not Available,14232293.2,3367641.6
Bronx,Multifamily Housing,117520,1951,Not Available,Not Available,Not Available,1790186.9,Not Available,Not Available,10689112.8,2529255.6
Bronx,Multifamily Housing,48545,1927,Not Available,Not Available,Not Available,739488,Not Available,Not Available,4415445,1044781.4
Bronx,Multifamily Housing,179531,1929,Not Available,Not Available,Not Available,2734804.5,Not Available,Not Available,16329366.7,3863850.8
Bronx,Multifamily Housing,72420,1926,Not Available,Not Available,6880541.5,Not Available,Not Available,Not Available,151400,162615.9
Bronx,Multifamily Housing,65100,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4933072.1,660192.7
Bronx,Multifamily Housing,134355,1951,Not Available,Not Available,Not Available,2046636.2,Not Available,Not Available,12220354.2,2891576.9
Bronx,Multifamily Housing,135420,1951,Not Available,Not Available,Not Available,2062858.4,Not Available,Not Available,12317219.6,2914497.7
Bronx,Multifamily Housing,65394,1928,Not Available,Not Available,Not Available,7465691.8,Not Available,Not Available,361588.2,773896
Bronx,Multifamily Housing,243245,1950,Not Available,Not Available,Not Available,3705361.3,Not Available,Not Available,22124519.7,5235098.3
Bronx,Multifamily Housing,88615,1932,Not Available,Not Available,Not Available,1349877,Not Available,Not Available,8060039.5,1907164.5
Bronx,Multifamily Housing,72430,1924,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8829999.7,1964407.8
Bronx,Senior Care Community,73920,1971,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6874673.2,6873229.6
Bronx,Multifamily Housing,76860,1923,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11164200.2,920369.9
Bronx,Multifamily Housing,76860,1923,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,420600,799049.5
Bronx,Multifamily Housing,160597,1963,Not Available,Not Available,5347541.6,Not Available,Not Available,Not Available,1028200,2054068.4
Bronx,Multifamily Housing,75390,1960,Not Available,4485317.1,Not Available,Not Available,Not Available,Not Available,235042,1098291.7
Bronx,Multifamily Housing,107210,1927,Not Available,Not Available,7236121.4,Not Available,Not Available,Not Available,411479,1091669.4
Bronx,Multifamily Housing,118384,1927,Not Available,Not Available,6377046,Not Available,Not Available,Not Available,493600,1124745.3
Bronx,Multifamily Housing,77002,1935,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4503412.6,841247.9
Bronx,Multifamily Housing,112530,1963,Not Available,303462,Not Available,Not Available,Not Available,Not Available,10545721.9,1939435.2
Bronx,Multifamily Housing,72538,1998,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4959699.9,1539531.9
Bronx,Multifamily Housing,53349,1962,Not Available,Not Available,6019346.7,0,Not Available,Not Available,,1345252.8
Bronx,Multifamily Housing,71870,1927,Not Available,Not Available,5437624.3,Not Available,Not Available,Not Available,47700,1271567.1
Bronx,Multifamily Housing,71639,1930,Not Available,Not Available,4245533.6,0,Not Available,Not Available,,1167522.6
Bronx,Multifamily Housing,64368,1928,Not Available,Not Available,952555.7,Not Available,Not Available,Not Available,4552566.3,229934.9
Bronx,Multifamily Housing,100916,1928,Not Available,Not Available,9367652,Not Available,Not Available,Not Available,562300.1,1259246.3
Bronx,Multifamily Housing,79870,1928,Not Available,Not Available,8427120.2,Not Available,Not Available,Not Available,620700,1054867.6
Bronx,Multifamily Housing,111300,1965,Not Available,8235425.9,Not Available,Not Available,Not Available,Not Available,665000,2850384.7
Bronx,Multifamily Housing,58500,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5939503.5,1224287.6
Bronx,Multifamily Housing,63100,1931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5912851.9,1301135.9
Bronx,Multifamily Housing,84630,1962,Not Available,Not Available,7135604.1,Not Available,Not Available,Not Available,324684.4,1481926.3
Bronx,Multifamily Housing,95760,1927,Not Available,8389074.3,Not Available,Not Available,Not Available,Not Available,585482,1481380.9
Bronx,Multifamily Housing,233000,1965,Not Available,18212689,Not Available,Not Available,Not Available,Not Available,,4245039.5
Bronx,Multifamily Housing,68250,1927,Not Available,Not Available,5290128.3,Not Available,Not Available,Not Available,,767476.3
Bronx,Multifamily Housing,160110,1927,Not Available,Not Available,10009905.8,Not Available,Not Available,Not Available,,907470.7
Bronx,Multifamily Housing,73130,1927,Not Available,Not Available,12483876.6,Not Available,Not Available,Not Available,,907212.9
Bronx,Multifamily Housing,82950,1959,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5682500.2,1196847.7
Bronx,Multifamily Housing,74900,1961,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,375300,1845158.4
Bronx,Multifamily Housing,88200,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7040691.1,1721915.1
Bronx,Multifamily Housing,86402,1901,Not Available,Not Available,7008900,Not Available,Not Available,Not Available,592422.1,1456502.1
Bronx,Multifamily Housing,89229,1955,Not Available,Not Available,Not Available,5953949.9,Not Available,Not Available,345100,1378059.1
Bronx,Multifamily Housing,73929,1928,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2821129.9,1383507.9
Not Available,Multifamily Housing,386450,1974,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,35009521,10696640.8
Bronx,Multifamily Housing,115429,1928,Not Available,Not Available,10875394,Not Available,Not Available,Not Available,722285.9,1567400.8
Bronx,Multifamily Housing,54000,1925,Not Available,2652911.9,Not Available,Not Available,Not Available,Not Available,201100,894032.7
Bronx,Multifamily Housing,66000,1926,Not Available,4063672.3,Not Available,Not Available,Not Available,Not Available,,584680.3
Bronx,Multifamily Housing,55800,1926,Not Available,Not Available,9816715.2,Not Available,Not Available,Not Available,,809561.3
Bronx,Multifamily Housing,81019,1941,Not Available,Not Available,Not Available,0,Not Available,Not Available,392828.1,1146352.6
Bronx,Multifamily Housing,153714,1957,Not Available,Not Available,Not Available,1149976.6,Not Available,Not Available,9083580.3,1771418.3
Bronx,Multifamily Housing,247530,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,963193.8,4418113.5
Bronx,Multifamily Housing,98455,1964,Not Available,Not Available,8606072.1,Not Available,Not Available,Not Available,407500,1733398.4
Bronx,Multifamily Housing,75937,1928,Not Available,6762001,Not Available,Not Available,Not Available,Not Available,362346.9,965066.5
Bronx,Multifamily Housing,77000,1983,Not Available,5459335.2,Not Available,Not Available,Not Available,Not Available,2628166,1104200.3
Bronx,Multifamily Housing,134616,1957,Not Available,Not Available,Not Available,1007100,Not Available,Not Available,7954999.7,1551330.6
Bronx,Multifamily Housing,81620,1929,Not Available,Not Available,6739944,Not Available,Not Available,Not Available,339274.5,1292296.7
Bronx,Multifamily Housing,98532,1926,Not Available,Not Available,7484106.2,Not Available,Not Available,Not Available,350900,1023200.9
Bronx,Multifamily Housing,58000,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4620585.6,884961.8
Bronx,Multifamily Housing,65000,1961,Not Available,Not Available,4227722.3,Not Available,Not Available,Not Available,350000,1092031.1
Bronx,Multifamily Housing,59057,1925,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4235600,896823
Bronx,Multifamily Housing,92155,2000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5897780.1,2635663.4
Bronx,Multifamily Housing,64800,1927,Not Available,Not Available,2263336,Not Available,Not Available,Not Available,251300,885502.7
Bronx,Multifamily Housing,48000,1956,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,306074.6,1359012.3
Bronx,Multifamily Housing,94050,1986,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4027100.2,1524502.1
Bronx,Other,517465,2006,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,9635673
Bronx,K-12 School,163812,1972,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6370912.5,5318966.4
Bronx,Office,91614,1966,Not Available,1053344.9,Not Available,Not Available,Not Available,Not Available,6306188.3,3568967.5
Bronx,Multifamily Housing,88500,1927,Not Available,Not Available,7417237.8,Not Available,Not Available,Not Available,,3019620
Bronx,Multifamily Housing,89700,1927,Not Available,Not Available,6789291.6,Not Available,Not Available,Not Available,,3060563.9
Bronx,Multifamily Housing,83000,1928,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10560672.4,1841729.5
Bronx,Multifamily Housing,54170,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4953599.9,135238
Bronx,Multifamily Housing,55200,1915,Not Available,0,Not Available,Not Available,Not Available,Not Available,3571483.7,53679.4
Bronx,Multifamily Housing,85000,1991,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4460999.7,1775980.1
Bronx,Multifamily Housing,96250,1950,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,159000,829160.3
Bronx,Multifamily Housing,50000,1947,Not Available,Not Available,6526199.3,Not Available,Not Available,Not Available,,158576.1
Bronx,Office,83728,2000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8276186.5,1571053.2
Bronx,Multifamily Housing,86875,1955,Not Available,Not Available,4033833.8,Not Available,Not Available,Not Available,358900,989817.8
Bronx,Multifamily Housing,85470,1928,Not Available,Not Available,Not Available,5490001.5,Not Available,Not Available,2064281.7,1211980.8
Bronx,Multifamily Housing,90400,1950,Not Available,Not Available,175200,Not Available,Not Available,Not Available,4812200.2,1041970.2
Bronx,Multifamily Housing,53120,1941,Not Available,3410738.7,Not Available,Not Available,Not Available,Not Available,160900,459391.6
